Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Age,Age_Band,Has_Valid_Contact
S07531,Robin Jimenez,2006-05-30,Grade 5,Not Provided,19.0,15-19,True
S07532,Julia Oneal,2006-05-23,Grade 1,001-216-469-2611,19.0,15-19,True
S07533,James Mcdonald,2014-02-06,Grade 5,(648)768-7595,11.0,0-14,True
S07534,Brian Pollard,2013-08-31,Grade 2,+1-909-829-8094x0514,11.0,0-14,True
S07535,Alicia King,2010-12-11,Grade 1,995-362-0036x8782,14.0,0-14,True
S07536,Nathan Robinson,2015-09-17,Grade 5,(495)394-4182x5601,9.0,0-14,True
S07537,Robert Baker,2013-08-28,Grade 3,(615)585-3442x06739,11.0,0-14,True
S07538,Jamie Wong,2019-02-01,Grade 2,4276924494,6.0,0-14,True
S07539,Ashley Diaz,2008-01-03,Grade 2,(744)499-5150x081,17.0,15-19,True
S07540,Carl Nelson,2009-06-24,Grade 5,624-520-1015x707,16.0,15-19,True
S07541,Mr. Mark Day Ii,,Grade 1,326.346.3456x294,,Unknown,True
S07542,Lisa Powers,,Grade 5,979-902-2452x506,,Unknown,True
S07543,Arthur James,2015-04-24,Grade 2,(676)631-7727,10.0,0-14,True
S07544,Thomas Odonnell,2014-08-03,Grade 4,3345162899,10.0,0-14,True
S07545,Jodi Pena,2014-11-04,Grade 3,001-380-371-7518x1711,10.0,0-14,True
S07546,David Lowe,2012-07-21,Grade 4,4767122265,12.0,0-14,True
S07547,Aaron Rangel,2012-06-05,Grade 4,722.992.9496x7449,13.0,0-14,True
S07548,John Munoz,,Grade 5,001-902-926-4767x05302,,Unknown,True
S07549,Frank Gibbs,2014-09-10,Grade 1,Not Provided,10.0,0-14,True
S07550,Daniel Espinoza,2008-12-04,Grade 1,668.676.1970x131,16.0,15-19,True
S07551,Christopher Alvarado,2006-10-06,Grade 5,793.740.6503x455,18.0,15-19,True
S07552,Austin Daniels,,Grade 5,+1-224-972-6771x16457,,Unknown,True
S07553,Mr. David Barnes,2016-11-18,Grade 2,969.512.0572,8.0,0-14,True
S07554,John White,2010-01-17,Grade 3,001-827-946-1585x3452,15.0,15-19,True
S07555,Bailey Ward,2014-09-23,Grade 2,218-985-7402x6747,10.0,0-14,True
S07556,Darren Rodgers,2007-10-25,Grade 5,680-533-6812x93256,17.0,15-19,True
S07557,Rebecca Parker,2016-03-05,Grade 1,Not Provided,9.0,0-14,True
S07558,Amy Bishop,2016-05-16,Grade 4,+1-917-861-0040,9.0,0-14,True
S07559,Eric Williams,2007-08-28,Grade 3,(843)907-7474x1033,17.0,15-19,True
S07560,Cynthia Malone,,Grade 4,(684)889-7137x80306,,Unknown,True
S07561,Susan Spencer,2019-02-19,Grade 4,+1-690-275-8397x947,6.0,0-14,True
S07562,Kristen Burton,2018-10-26,Grade 1,(320)894-8939,6.0,0-14,True
S07563,Danny Powell,2011-02-19,Grade 1,(718)554-7032x0060,14.0,0-14,True
S07564,Anthony Thomas,2006-08-04,Grade 3,(697)295-5022x109,18.0,15-19,True
S07565,Stephanie Richards,2011-11-17,Grade 5,7138035444,13.0,0-14,True
S07566,Clifford Butler Jr.,2015-11-10,Grade 4,(694)410-8327x5342,9.0,0-14,True
S07567,Rachel Leonard,2010-01-31,Grade 1,5307724168,15.0,15-19,True
S07568,Caroline Cummings,2015-02-14,Grade 1,Not Provided,10.0,0-14,True
S07569,Vincent Thompson,2011-01-31,Grade 5,+1-361-233-3557x43805,14.0,0-14,True
S07570,Heather Tyler,2007-01-30,Grade 2,806.802.0394x22012,18.0,15-19,True
S07571,Candace Hayes,2017-09-22,Grade 5,738.274.8541x528,7.0,0-14,True
S07572,Joshua Griffin,2016-08-30,Grade 4,883.648.6262,8.0,0-14,True
S07573,Lisa Nelson,2016-04-23,Grade 2,Not Provided,9.0,0-14,True
S07574,Crystal Smith,2011-07-19,Grade 2,+1-626-663-4427x88048,13.0,0-14,True
S07575,Matthew Jimenez,2016-07-16,Grade 5,(298)463-8353,8.0,0-14,True
S07576,Sean Rivers,2018-04-10,Grade 1,001-401-907-5862x00451,7.0,0-14,True
S07577,Sheila Bass,2008-10-09,Grade 1,582.577.2022,16.0,15-19,True
S07578,Cory Wilson Md,2016-02-15,Grade 1,275.622.1749x98403,9.0,0-14,True
S07579,Jessica Church,2008-01-24,Grade 3,(254)201-3240x040,17.0,15-19,True
S07580,Jessica Allen,2017-05-28,Grade 4,2377063277,8.0,0-14,True
S07581,Timothy Daniels,,Grade 1,+1-438-744-5529,,Unknown,True
S07582,James Salas,2018-12-13,Grade 5,001-750-378-0279x9864,6.0,0-14,True
S07583,Marcus Garcia,,Grade 1,380.565.1628,,Unknown,True
S07584,Rachel Hart,2009-08-02,Grade 2,851-738-0365,15.0,15-19,True
S07585,Kimberly Moore,2009-10-04,Grade 2,(968)277-0766x15066,15.0,15-19,True
S07586,Jessica Hunt,2008-12-31,Grade 4,+1-822-923-4566x209,16.0,15-19,True
S07587,Raymond Lucas,2014-11-09,Grade 5,267.500.9038,10.0,0-14,True
S07588,Randy Massey,,Grade 4,001-312-756-4632,,Unknown,True
S07589,Robert Gibson,2018-01-21,Grade 2,(273)570-7209x5253,7.0,0-14,True
S07590,Mr. Carl Salinas Md,2015-08-25,Grade 2,787-393-9247x06236,9.0,0-14,True
S07591,Kimberly Taylor,2013-07-26,Grade 5,(907)365-7187x849,11.0,0-14,True
S07592,Brian Wilcox,2009-08-19,Grade 3,+1-596-868-8571,15.0,15-19,True
S07593,Stephanie Brown,2010-07-08,Grade 2,5357596825,14.0,0-14,True
S07594,Stephanie Ramirez,2015-05-26,Grade 3,+1-998-775-2340,10.0,0-14,True
S07595,Shelby Beck,2017-07-12,Grade 2,001-636-431-7096,7.0,0-14,True
S07596,Dylan Nelson,2018-07-28,Grade 2,704.554.1607,6.0,0-14,True
S07597,Mrs. Tina Rosales,2007-10-31,Grade 3,868-347-1591,17.0,15-19,True
S07598,Earl White,2013-01-16,Grade 2,(866)363-6927,12.0,0-14,True
S07599,Deborah Daniels,2008-08-10,Grade 5,001-586-320-3719,16.0,15-19,True
S07600,Holly Downs,2013-06-09,Grade 1,+1-221-997-9748,12.0,0-14,True
S07601,Jacqueline Carson,2008-06-05,Grade 5,+1-995-967-0475x25088,17.0,15-19,True
S07602,Marie Cole Md,2011-03-08,Grade 1,(501)556-6099x907,14.0,0-14,True
S07603,Charles Robles,2014-03-09,Grade 2,001-860-387-8086x6324,11.0,0-14,True
S07604,Bianca Davis Dvm,2015-04-16,Grade 4,569-699-0412x98434,10.0,0-14,True
S07605,Paul Schultz,2013-04-21,Grade 4,001-819-354-3018x687,12.0,0-14,True
S07606,Tammy Jones,2014-10-31,Grade 2,Not Provided,10.0,0-14,True
S07607,Cynthia Lawrence,2008-04-19,Grade 5,(656)382-6283,17.0,15-19,True
S07608,James Williamson,2011-06-10,Grade 5,539-556-4788x7602,14.0,0-14,True
S07609,Matthew Lewis,2016-01-09,Grade 4,335.868.5397x0768,9.0,0-14,True
S07610,John Colon,2018-10-26,Grade 4,(527)410-9615x5819,6.0,0-14,True
S07611,David Mccormick,,Grade 3,(340)820-6092,,Unknown,True
S07612,Amanda Smith,2018-10-11,Grade 5,309-946-8487x01463,6.0,0-14,True
S07613,Dwayne Romero,2018-06-04,Grade 3,454-732-8647x869,7.0,0-14,True
S07614,Joshua Avila,2015-10-27,Grade 3,5467958060,9.0,0-14,True
S07615,Kristen Baxter,2008-04-17,Grade 3,(237)980-3174x580,17.0,15-19,True
S07616,Francisco Mitchell,,Grade 5,(408)206-4767x9383,,Unknown,True
S07617,Mathew Rogers,2013-08-30,Grade 3,(643)934-8245,11.0,0-14,True
S07618,John Reid,2017-07-27,Grade 4,518-617-8994,7.0,0-14,True
S07619,Melanie Mata Phd,2009-03-30,Grade 2,001-213-543-1399,16.0,15-19,True
S07620,Steven Jackson,2011-12-25,Grade 1,669.901.9000x9798,13.0,0-14,True
S07621,Michael Lewis,2010-05-27,Grade 5,2058636176,15.0,15-19,True
S07622,Dustin Holmes,2014-08-25,Grade 2,001-245-271-9947x52820,10.0,0-14,True
S07623,Julie Gibson,2015-01-02,Grade 2,(732)573-2418x00755,10.0,0-14,True
S07624,Kenneth Washington,2007-08-21,Grade 4,816.406.0490x68557,17.0,15-19,True
S07625,Mary Owens,2008-12-10,Grade 3,900.490.5064x7946,16.0,15-19,True
S07626,Robin Davis,2017-07-21,Grade 4,+1-260-756-0724x257,7.0,0-14,True
S07627,Eric Robinson,,Grade 5,(461)694-8189,,Unknown,True
S07628,Veronica Padilla,2012-10-13,Grade 4,752.243.0759x54331,12.0,0-14,True
S07629,Patricia Diaz,2014-10-12,Grade 2,001-265-829-2315x98355,10.0,0-14,True
S07630,Juan Gomez,2014-08-06,Grade 1,723-268-8776x58551,10.0,0-14,True
S07631,Kyle Gibson,2017-08-22,Grade 2,494.538.4446x730,7.0,0-14,True
S07632,David Miller,2014-09-18,Grade 1,914-657-2463,10.0,0-14,True
S07633,Regina Serrano,2012-03-19,Grade 4,252.277.2335x68718,13.0,0-14,True
S07634,Anthony Barr,2019-01-20,Grade 4,+1-424-480-1779,6.0,0-14,True
S07635,Gavin Williams,2012-10-05,Grade 5,623.880.0898,12.0,0-14,True
S07636,Toni Adams,,Grade 4,(217)732-1436x887,,Unknown,True
S07637,Catherine Wiley,2008-05-09,Grade 1,938-596-4287x37060,17.0,15-19,True
S07638,Emily Guerrero,2016-02-09,Grade 5,(454)491-8920x11334,9.0,0-14,True
S07639,Mary Hall,2007-01-16,Grade 1,(887)842-7435,18.0,15-19,True
S07640,Denise Garza,2009-07-26,Grade 5,+1-432-645-2504,15.0,15-19,True
S07641,Kevin White,2016-12-17,Grade 3,001-614-950-9902x484,8.0,0-14,True
S07642,Pamela Martinez,,Grade 2,278-826-5021x9123,,Unknown,True
S07643,Steven Cruz,2014-10-01,Grade 5,9836509973,10.0,0-14,True
S07644,Amy Riggs,2014-06-19,Grade 4,+1-646-773-1584x0621,11.0,0-14,True
S07645,William Bailey,2008-02-05,Grade 3,(717)841-2898,17.0,15-19,True
S07646,Robert Hernandez,2017-06-19,Grade 3,001-216-513-9053,8.0,0-14,True
S07647,David Vasquez,2017-08-16,Grade 4,984.379.1153x5928,7.0,0-14,True
S07648,Jamie Hudson,2016-07-07,Grade 5,643.481.6485,8.0,0-14,True
S07649,Amy King,2014-08-23,Grade 3,320-692-8224,10.0,0-14,True
S07650,Lisa Robinson,2018-04-26,Grade 5,Not Provided,7.0,0-14,True
S07651,Cassie Melendez,2011-02-15,Grade 2,+1-546-540-1979,14.0,0-14,True
S07652,Jay Carter,2010-05-04,Grade 4,752.860.2870,15.0,15-19,True
S07653,Tamara Stanley,2011-05-30,Grade 5,001-452-837-7389,14.0,0-14,True
S07654,Jacob Hudson,2019-01-16,Grade 4,+1-231-431-5755x05530,6.0,0-14,True
S07655,Ann Lawrence,2008-04-05,Grade 3,(699)790-9718,17.0,15-19,True
S07656,Christopher Roth,2011-04-05,Grade 3,(270)870-0509,14.0,0-14,True
S07657,Emily Mckenzie,2007-03-06,Grade 3,827.479.0903x272,18.0,15-19,True
S07658,Cristina Montoya,2014-12-19,Grade 3,Not Provided,10.0,0-14,True
S07659,Kim Nguyen,,Grade 3,Not Provided,,Unknown,True
S07660,David Martinez,2016-07-22,Grade 2,001-542-737-1744,8.0,0-14,True
S07661,Benjamin Torres Jr.,2010-02-27,Grade 4,+1-773-328-2729x4569,15.0,15-19,True
S07662,Joel Thompson,2014-07-02,Grade 5,310-874-6807,10.0,0-14,True
S07663,Kimberly Hendricks,2011-05-24,Grade 5,357-660-2818x4516,14.0,0-14,True
S07664,Brian Gonzalez,2013-07-03,Grade 3,(304)749-9758x0176,11.0,0-14,True
S07665,Teresa Moore,2008-11-29,Grade 5,(417)742-9169x911,16.0,15-19,True
S07666,Stephanie Chavez,2012-02-10,Grade 2,001-301-410-1141,13.0,0-14,True
S07667,Amy Lawrence,2011-10-24,Grade 3,(356)250-0430x28688,13.0,0-14,True
S07668,Helen Joyce,2007-10-15,Grade 4,+1-643-294-5354x433,17.0,15-19,True
S07669,Jon Washington,2008-01-05,Grade 3,+1-788-828-4198x360,17.0,15-19,True
S07670,Terry Mcintyre,2006-04-20,Grade 2,001-482-943-7769,19.0,15-19,True
S07671,Paul Savage,2011-09-26,Grade 2,Not Provided,13.0,0-14,True
S07672,Brian Yang,2011-09-04,Grade 3,+1-623-494-2753x548,13.0,0-14,True
S07673,Brian Dougherty,2016-06-30,Grade 2,001-852-207-4721x5698,8.0,0-14,True
S07674,Andre Gordon,2008-09-15,Grade 4,3342283006,16.0,15-19,True
S07675,Jennifer West,2006-10-17,Grade 5,001-643-572-6731,18.0,15-19,True
S07676,Jessica Mcclain,2011-11-11,Grade 3,(326)901-2914,13.0,0-14,True
S07677,Eddie Briggs,2012-03-19,Grade 3,353-605-8704,13.0,0-14,True
S07678,Ellen Allen,2007-05-23,Grade 2,+1-902-680-5389x683,18.0,15-19,True
S07679,William Nguyen,2008-11-24,Grade 2,001-807-389-7164,16.0,15-19,True
S07680,Ashley Houston,2012-02-09,Grade 2,375.228.7720x434,13.0,0-14,True
S07681,Michelle Franco,2012-01-16,Grade 5,494.702.2207x880,13.0,0-14,True
S07682,Michael Diaz,2010-02-16,Grade 4,Not Provided,15.0,15-19,True
S07683,David Velez,2008-04-24,Grade 2,001-475-377-1166,17.0,15-19,True
S07684,Judy Lewis,2014-03-27,Grade 1,864-354-9046x105,11.0,0-14,True
S07685,Michele Best,2010-05-01,Grade 2,2164275856,15.0,15-19,True
S07686,Jonathan Rodriguez,2010-01-09,Grade 3,Not Provided,15.0,15-19,True
S07687,Spencer Avila,2011-03-04,Grade 5,001-455-787-0768,14.0,0-14,True
S07688,Lauren Fritz,2011-07-13,Grade 4,001-404-292-7795x6415,13.0,0-14,True
S07689,Noah Moore,2006-08-01,Grade 5,Not Provided,18.0,15-19,True
S07690,Kara Dunn,2011-02-16,Grade 2,9064202283,14.0,0-14,True
S07691,Laurie Hicks,,Grade 5,001-509-371-1508x45569,,Unknown,True
S07692,Virginia Williamson,2007-07-04,Grade 3,(614)951-8945x771,17.0,15-19,True
S07693,Thomas Taylor,2013-11-06,Grade 2,(937)503-4267,11.0,0-14,True
S07694,Becky Murphy,2006-08-20,Grade 2,432.612.3236x7804,18.0,15-19,True
S07695,Hayley Phillips,2014-01-25,Grade 4,7612226629,11.0,0-14,True
S07696,Donna Grimes,2009-10-08,Grade 3,+1-364-389-4189,15.0,15-19,True
S07697,Sara Hines,2012-08-23,Grade 5,962.801.5522x361,12.0,0-14,True
S07698,Mary Ryan,2008-08-01,Grade 4,(495)424-0159x037,16.0,15-19,True
S07699,Mark Cruz,2010-10-30,Grade 3,(855)451-5266,14.0,0-14,True
S07700,Christine Rosario,2014-08-03,Grade 2,3515731458,10.0,0-14,True
S07701,Michael Davis,2011-11-14,Grade 4,822-621-1665,13.0,0-14,True
S07702,Morgan Moore,,Grade 1,871-996-7954,,Unknown,True
S07703,Zachary Smith,2007-09-15,Grade 1,576-478-8601x087,17.0,15-19,True
S07704,Deborah Mckee,2012-03-08,Grade 2,9275863002,13.0,0-14,True
S07705,Brittany Reynolds,2017-04-17,Grade 1,453-312-3445x673,8.0,0-14,True
S07706,Heather Shaw,2010-05-05,Grade 2,702.217.6903x15713,15.0,15-19,True
S07707,Tara Hess,2010-01-20,Grade 4,+1-212-975-9173x4426,15.0,15-19,True
S07708,Nathan Matthews,2006-04-10,Grade 4,001-296-500-1368x02017,19.0,15-19,True
S07709,Chad Henderson,2007-01-25,Grade 4,709.750.0314x1755,18.0,15-19,True
S07710,David Olsen,2015-01-16,Grade 5,(257)248-0940x48674,10.0,0-14,True
S07711,James Carroll Jr.,2013-08-16,Grade 1,733-778-9286,11.0,0-14,True
S07712,Brian Tate,2013-07-03,Grade 4,(273)494-8340,11.0,0-14,True
S07713,Kayla Martin,2007-07-07,Grade 2,+1-261-269-3010x93323,17.0,15-19,True
S07714,Andrew Simmons,2016-03-18,Grade 3,2025727005,9.0,0-14,True
S07715,Cassandra Bowen,,Grade 5,589.311.5444x616,,Unknown,True
S07716,Danielle Lopez,2017-04-20,Grade 1,4167989418,8.0,0-14,True
S07717,Kathryn Paul,2007-01-20,Grade 2,956-711-3605x941,18.0,15-19,True
S07718,Richard Thompson,2010-11-20,Grade 4,001-748-277-4321,14.0,0-14,True
S07719,Margaret Perez,2011-12-14,Grade 2,294.839.0984x62057,13.0,0-14,True
S07720,John Black,2017-01-31,Grade 5,001-543-465-4415x324,8.0,0-14,True
S07721,Joshua Weeks,2009-05-18,Grade 3,+1-820-431-9757,16.0,15-19,True
S07722,Oscar Norris,2011-09-07,Grade 2,2946621458,13.0,0-14,True
S07723,Derek Morris,2011-07-11,Grade 4,(322)470-2912x549,13.0,0-14,True
S07724,Fred Davis,2017-08-23,Grade 2,579.310.8212,7.0,0-14,True
S07725,Samuel Walter,2014-04-02,Grade 5,001-517-452-7295x7196,11.0,0-14,True
S07726,Christopher Campbell,2009-05-09,Grade 4,(226)234-8051x4018,16.0,15-19,True
S07727,Melanie Barber,,Grade 5,(425)773-7398,,Unknown,True
S07728,Joshua Weaver,2012-01-04,Grade 2,(394)698-9982x02955,13.0,0-14,True
S07729,Matthew Martin,2010-07-20,Grade 5,+1-228-355-9184x144,14.0,0-14,True
S07730,Jessica Nelson,2007-03-26,Grade 3,245.225.8542x360,18.0,15-19,True
S07731,Michelle Sandoval,2006-07-03,Grade 4,6774546479,18.0,15-19,True
S07732,Molly Burns,2011-02-14,Grade 2,(696)844-6259,14.0,0-14,True
S07733,Barry Ward,2017-07-03,Grade 2,+1-492-239-4217x62027,7.0,0-14,True
S07734,Jamie Woods,2012-06-11,Grade 3,001-864-425-2628x99914,13.0,0-14,True
S07735,Ashley Snyder,2011-08-21,Grade 3,(864)723-4403x66447,13.0,0-14,True
S07736,Adam Taylor,2019-02-21,Grade 5,001-956-739-8243x9275,6.0,0-14,True
S07737,Nicole Watson,2008-08-01,Grade 2,278-868-5715,16.0,15-19,True
S07738,Timothy Jones,2012-08-17,Grade 1,642-648-7863x674,12.0,0-14,True
S07739,Kathryn Perez,,Grade 1,287.828.4959x0177,,Unknown,True
S07740,Ms. Laura Collins,2018-08-07,Grade 5,417.825.0051x525,6.0,0-14,True
S07741,Kelly Sanders,2016-05-01,Grade 4,9396620450,9.0,0-14,True
S07742,Lori Beck,2018-03-01,Grade 1,(618)543-1508,7.0,0-14,True
S07743,Mr. Robert Mcdowell Dvm,2015-07-20,Grade 3,931-558-7726x1999,9.0,0-14,True
S07744,Amy Brady,2017-10-07,Grade 1,001-812-698-7846x69495,7.0,0-14,True
S07745,Tina Gillespie,2010-04-12,Grade 2,7632146249,15.0,15-19,True
S07746,Beth Davis,2018-06-17,Grade 5,424.221.8806,7.0,0-14,True
S07747,Gail Brown,2014-12-07,Grade 4,Not Provided,10.0,0-14,True
S07748,Jeremy Ruiz,2008-01-28,Grade 3,881.506.0594,17.0,15-19,True
S07749,Barry Willis,2008-08-29,Grade 2,563-468-4672,16.0,15-19,True
S07750,Michele Wilson,2008-03-12,Grade 4,5784644232,17.0,15-19,True
S07751,Vanessa Moran,2014-04-22,Grade 3,8535309071,11.0,0-14,True
S07752,Eric Holmes,2014-07-18,Grade 5,488.705.7217,10.0,0-14,True
S07753,Joseph Johnson,2006-03-11,Grade 2,326-284-9194,19.0,15-19,True
S07754,Sharon Gutierrez,2013-07-03,Grade 4,(496)488-4749,11.0,0-14,True
S07755,Anita Mahoney,2006-07-07,Grade 1,001-635-280-9484x2448,18.0,15-19,True
S07756,Ashley Soto,2017-07-16,Grade 1,476-429-3369x3587,7.0,0-14,True
S07757,Thomas Hernandez,2013-10-24,Grade 3,966.892.7759,11.0,0-14,True
S07758,Savannah Fitzpatrick,2012-07-18,Grade 4,662.749.2751x302,12.0,0-14,True
S07759,Brenda Alvarado,2016-07-06,Grade 2,703.811.6878x4265,8.0,0-14,True
S07760,Kimberly Rose,2009-06-05,Grade 4,+1-790-625-5386x2727,16.0,15-19,True
S07761,Carlos Rose,2008-07-29,Grade 2,(359)989-2877x36663,16.0,15-19,True
S07762,Tina Smith,2008-09-07,Grade 1,(860)565-1761,16.0,15-19,True
S07763,Heather Newton,2009-09-12,Grade 5,312.354.4844x211,15.0,15-19,True
S07764,Margaret Hughes,2011-10-29,Grade 1,(998)987-2333x7581,13.0,0-14,True
S07765,Howard Mcgrath,2015-01-15,Grade 4,001-798-601-4892x464,10.0,0-14,True
S07766,Laura Hudson,2008-12-12,Grade 4,001-865-881-7200,16.0,15-19,True
S07767,Benjamin Brown,2017-11-06,Grade 5,001-868-838-4169x961,7.0,0-14,True
S07768,Mary Jones,2008-04-14,Grade 5,813.449.0430,17.0,15-19,True
S07769,Toni Johnson,2016-05-26,Grade 4,+1-820-513-8663,9.0,0-14,True
S07770,Kaylee Roberts,2014-12-01,Grade 4,+1-643-513-2832x18498,10.0,0-14,True
S07771,Charles Taylor,2007-11-16,Grade 5,(902)662-5347,17.0,15-19,True
S07772,Ronald Garcia,2014-08-14,Grade 1,001-904-985-9771x50424,10.0,0-14,True
S07773,Angela Gilbert,,Grade 2,210.861.0442,,Unknown,True
S07774,Amber Berg,2019-02-25,Grade 4,+1-974-833-5650x8650,6.0,0-14,True
S07775,Russell Anderson,2013-04-24,Grade 4,(778)523-9538x6603,12.0,0-14,True
S07776,Jason Campbell,2006-10-10,Grade 3,(556)315-5025x8399,18.0,15-19,True
S07777,Mr. Steven Harris Md,2017-08-12,Grade 5,556.421.5414x8436,7.0,0-14,True
S07778,Andrew Fields,2010-04-04,Grade 3,(585)647-6202x259,15.0,15-19,True
S07779,Tamara Ramsey,2015-07-24,Grade 5,+1-263-469-4175x57967,9.0,0-14,True
S07780,Jerry Stewart,2012-07-26,Grade 4,388-551-4014,12.0,0-14,True
S07781,Aaron Sullivan,2008-07-05,Grade 4,(280)398-4804x707,16.0,15-19,True
S07782,Priscilla Richardson,2015-04-10,Grade 5,501.271.9476x2743,10.0,0-14,True
S07783,Lisa Harvey,2009-07-12,Grade 5,(669)683-5237x6931,15.0,15-19,True
S07784,Elizabeth Brown,2009-10-06,Grade 1,001-527-423-3569x59016,15.0,15-19,True
S07785,Kristin Fernandez,2010-04-28,Grade 1,001-657-650-5764x66647,15.0,15-19,True
S07786,Amber Lewis,2013-11-07,Grade 5,001-296-498-4932,11.0,0-14,True
S07787,Amy Lee,2008-07-11,Grade 3,+1-290-382-8168,16.0,15-19,True
S07788,Charles Mckinney,2007-06-29,Grade 4,593.397.7011,17.0,15-19,True
S07789,Nicholas Gray,,Grade 1,472.597.4733x93338,,Unknown,True
S07790,Carrie Gibson,2010-11-02,Grade 1,+1-824-904-6818x3516,14.0,0-14,True
S07791,Julian Moore,2011-03-16,Grade 2,515.740.5629x339,14.0,0-14,True
S07792,Christian Dawson,2010-06-08,Grade 4,+1-399-211-0187x835,15.0,15-19,True
S07793,Nicole Stone,2010-10-15,Grade 2,001-323-648-7067x56385,14.0,0-14,True
S07794,Derrick Fleming,2013-06-24,Grade 2,(557)853-9284,12.0,0-14,True
S07795,Jesus Williams,2017-10-16,Grade 3,575-497-4875x8962,7.0,0-14,True
S07796,Jesus Davis,2008-07-23,Grade 3,001-910-777-1738x979,16.0,15-19,True
S07797,Juan Oneill,2008-03-22,Grade 1,+1-337-280-0447x74640,17.0,15-19,True
S07798,Amanda Rodriguez,2007-06-04,Grade 3,593.890.2406,18.0,15-19,True
S07799,Terri Rose,,Grade 2,001-950-986-8085x038,,Unknown,True
S07800,Edward Smith,2017-04-20,Grade 1,Not Provided,8.0,0-14,True
S07801,Debra Hood,2009-10-03,Grade 2,878-366-7937,15.0,15-19,True
S07802,Lori Watts,2018-02-26,Grade 2,Not Provided,7.0,0-14,True
S07803,Kimberly May,2009-07-31,Grade 2,490-924-3779x2911,15.0,15-19,True
S07804,Kathryn Clayton,,Grade 4,(943)607-7435x253,,Unknown,True
S07805,Richard King,2016-02-05,Grade 5,6897797254,9.0,0-14,True
S07806,David Fisher,2015-04-30,Grade 3,Not Provided,10.0,0-14,True
S07807,Danielle Nelson,2011-09-10,Grade 5,793.564.9350,13.0,0-14,True
S07808,Kristy Diaz,2017-08-31,Grade 5,Not Provided,7.0,0-14,True
S07809,Calvin Winters,2018-10-22,Grade 5,+1-606-936-7607x58874,6.0,0-14,True
S07810,Nicholas Sims,2011-09-27,Grade 4,855.481.8888,13.0,0-14,True
S07811,Antonio Reese,2018-08-21,Grade 1,(388)454-1155x175,6.0,0-14,True
S07812,Paul Villegas,,Grade 3,963.984.0911x7999,,Unknown,True
S07813,Scott Peters,2007-05-17,Grade 2,(507)705-9813x216,18.0,15-19,True
S07814,Marilyn Holloway,2008-09-25,Grade 5,716-725-7858,16.0,15-19,True
S07815,Gary Waters,2007-02-27,Grade 2,574-959-7664,18.0,15-19,True
S07816,Laura Wright Md,2014-07-02,Grade 4,(779)858-0081x337,10.0,0-14,True
S07817,Sierra Hodges,2013-01-24,Grade 4,3573457934,12.0,0-14,True
S07818,Kathy Anderson,2009-01-24,Grade 3,8933678049,16.0,15-19,True
S07819,Judith Smith,2014-02-26,Grade 3,(242)523-9005,11.0,0-14,True
S07820,Dr. Gabriel Jackson,2014-08-12,Grade 5,001-824-345-5632x3891,10.0,0-14,True
S07821,Chelsey Odonnell,2016-03-05,Grade 2,788.842.4314,9.0,0-14,True
S07822,John Ferguson,,Grade 1,829.552.7261x8842,,Unknown,True
S07823,John Gonzales,2010-02-17,Grade 3,529-249-6254x260,15.0,15-19,True
S07824,Daniel Hess,2012-04-04,Grade 5,372-657-7522x126,13.0,0-14,True
S07825,Denise Alexander,,Grade 5,896-858-9499,,Unknown,True
S07826,Leonard Summers Dds,2010-12-16,Grade 1,(389)594-7058x877,14.0,0-14,True
S07827,Leah Powers,2007-07-18,Grade 2,(501)351-9771,17.0,15-19,True
S07828,William Flores,2010-10-25,Grade 3,001-799-766-1494x012,14.0,0-14,True
S07829,Juan Young,2018-05-30,Grade 2,843.707.0176x356,7.0,0-14,True
S07830,John Harrison,2018-06-07,Grade 3,5649649313,7.0,0-14,True
S07831,Rebecca Whitehead,2014-06-08,Grade 1,434.994.7089x154,11.0,0-14,True
S07832,Alexa Cohen,2011-01-31,Grade 3,505-296-3207x16753,14.0,0-14,True
S07833,George Merritt,2016-08-29,Grade 3,+1-538-560-9575x7193,8.0,0-14,True
S07834,Rebecca Peck,2012-11-30,Grade 5,580-537-4328,12.0,0-14,True
S07835,Laura Wheeler,2007-10-29,Grade 2,+1-874-702-5415x800,17.0,15-19,True
S07836,Brian Perez,,Grade 4,447.498.3464x20800,,Unknown,True
S07837,Christine Kennedy,2009-11-11,Grade 3,(967)350-4983x1271,15.0,15-19,True
S07838,Valerie Kelley,2017-09-10,Grade 4,9219787781,7.0,0-14,True
